# U  mu  Z_1 Z_2 lamda_1 lamda_2 h_1 h_2 n_f_1 n_f_2 n_s_1 n_s_2
0.52 3.397174250179062e-06 0.9586059110886291 0.9586059110886291 0.0 0.0 -0.20777454725261943 -0.20777454725261943 0.4999999999995979 0.4999999999995979 0.5000000000000003 0.5000000000000003
0.53 3.395280500747609e-06 0.957373034245404 0.957373034245404 0.0 0.0 -0.20764097908389467 -0.20764097908389464 0.4999999999995987 0.4999999999995987 0.5000000000000004 0.5000000000000003
0.54 3.3933639927294718e-06 0.9561324674055395 0.9561324674055395 0.0 0.0 -0.20750649338140717 -0.20750649338140717 0.499999999999599 0.499999999999599 0.5000000000000004 0.5000000000000004
0.55 3.391425220082581e-06 0.9548844803583214 0.9548844803583214 0.0 0.0 -0.20737111322088275 -0.20737111322088278 0.4999999999995995 0.4999999999995995 0.5000000000000004 0.5000000000000003
0.56 3.389464681190412e-06 0.9536293337070882 0.9536293337070882 0.0 0.0 -0.20723486491539247 -0.20723486491539247 0.4999999999996004 0.4999999999996004 0.5000000000000004 0.5000000000000003
0.5700000000000001 3.38748287749611e-06 0.9523672780295325 0.9523672780295325 0.0 0.0 -0.20709777404150662 -0.20709777404150662 0.4999999999996016 0.4999999999996016 0.5000000000000004 0.5000000000000004
0.58 3.3563375501958315e-06 0.9510985540520083 0.9510985540520083 0.0 0.0 -0.20695986498152433 -0.20695986498152433 0.5000000012416421 0.5000000012416421 0.5000000000000003 0.5000000000000002
0.59 3.3539615536776215e-06 0.9498233932453027 0.9498233932453027 0.0 0.0 -0.20682116175906526 -0.20682116175906526 0.5000000000797201 0.5000000000797201 0.5000000000000002 0.5000000000000002
0.6 3.3515596607922215e-06 0.948542017718368 0.948542017718368 0.0 0.0 -0.20668168684011115 -0.20668168684011115 0.5000000000046583 0.5000000000046583 0.5000000000000003 0.5000000000000002
0.61 3.349132483340543e-06 0.9472546407948684 0.947254640794868 0.0 0.0 -0.2065414619783058 -0.2065414619783058 0.49999999999980865 0.49999999999980865 0.5000000000000002 0.5000000000000004
0.62 3.346680488607144e-06 0.9459614672378863 0.9459614672378863 0.0 0.0 -0.20640050804291218 -0.20640050804291218 0.49999999999949524 0.49999999999949524 0.5000000000000003 0.5000000000000003
0.63 3.3442041339869308e-06 0.9446626935331114 0.9446626935331112 0.0 0.0 -0.20625884504708591 -0.20625884504708591 0.4999999999994751 0.4999999999994751 0.5000000000000003 0.5000000000000003
0.64 3.3417038765674623e-06 0.9433585081634301 0.9433585081634301 0.0 0.0 -0.2061164921756619 -0.2061164921756619 0.4999999999994742 0.4999999999994742 0.5000000000000004 0.5000000000000003
0.65 3.3391801725175488e-06 0.9420490918750412 0.9420490918750412 0.0 0.0 -0.2059734678120941 -0.2059734678120941 0.49999999999947464 0.49999999999947464 0.5000000000000003 0.5000000000000003
0.66 3.3366334775703667e-06 0.9407346179353238 0.940734617935324 0.0 0.0 -0.20582978956454948 -0.20582978956454948 0.49999999999947553 0.49999999999947553 0.5000000000000002 0.5000000000000002
0.67 3.334064247162937e-06 0.9394152523827272 0.9394152523827272 0.0 0.0 -0.20568547429117975 -0.20568547429117975 0.4999999999994767 0.4999999999994767 0.5000000000000002 0.5000000000000003
0.68 3.331472034462462e-06 0.93809069315991 0.93809069315991 0.0 0.0 -0.20553943685588613 -0.20553943685588613 0.49999999999952666 0.49999999999952666 0.5000000000000003 0.5000000000000003
0.6900000000000001 3.328859007748359e-06 0.936761972301086 0.936761972301086 0.0 0.0 -0.2053938149839515 -0.2053938149839515 0.4999999999995372 0.4999999999995372 0.5000000000000004 0.5000000000000003
0.7000000000000001 3.326224861287116e-06 0.935428845343296 0.935428845343296 0.0 0.0 -0.20524767061419044 -0.20524767061419044 0.4999999999995398 0.4999999999995398 0.5000000000000003 0.5000000000000003
0.71 3.323569995992213e-06 0.934091425245963 0.934091425245963 0.0 0.0 -0.2051009542764418 -0.2051009542764418 0.4999999999995418 0.4999999999995418 0.5000000000000002 0.5000000000000002
0.72 3.320894859667416e-06 0.9327498435827807 0.9327498435827807 0.0 0.0 -0.20495367517531962 -0.20495367517531962 0.49999999999954386 0.49999999999954386 0.5000000000000004 0.5000000000000003
0.73 3.3181999014762466e-06 0.9314042277245485 0.9314042277245485 0.0 0.0 -0.2048058458672005 -0.2048058458672005 0.4999999999995462 0.4999999999995462 0.5000000000000003 0.5000000000000003
0.74 3.3154855714660326e-06 0.9300546994723446 0.9300546994723449 0.0 0.0 -0.20465747858042121 -0.20465747858042124 0.4999999999995487 0.4999999999995487 0.5000000000000004 0.5000000000000003
0.75 3.312752317402576e-06 0.9287013751445921 0.9287013751445921 0.0 0.0 -0.20450858498684818 -0.20450858498684818 0.4999999999995515 0.4999999999995515 0.5000000000000002 0.5000000000000003
0.76 3.310000586833738e-06 0.9273443657576227 0.9273443657576227 0.0 0.0 -0.2043591762041613 -0.2043591762041613 0.49999999999955447 0.49999999999955447 0.5000000000000004 0.5000000000000004
0.77 3.3072308263453104e-06 0.925983777207143 0.9259837772071428 0.0 0.0 -0.20420926281308313 -0.20420926281308313 0.4999999999995575 0.4999999999995575 0.5000000000000002 0.5000000000000003
0.78 3.304443480935069e-06 0.9246197104444267 0.9246197104444267 0.0 0.0 -0.20405885487507588 -0.20405885487507588 0.49999999999956085 0.49999999999956085 0.5000000000000004 0.5000000000000004
0.79 3.3016389958406607e-06 0.9232522616469925 0.9232522616469923 0.0 0.0 -0.2039079619495477 -0.2039079619495477 0.49999999999956435 0.49999999999956435 0.49999999999999967 0.4999999999999999
0.8 3.298817814240431e-06 0.9218815223838689 0.9218815223838689 0.0 0.0 -0.20375659311052008 -0.20375659311052008 0.499999999999568 0.499999999999568 0.5000000000000003 0.5000000000000003
0.81 3.295980379039584e-06 0.9205075797756459 0.9205075797756461 0.0 0.0 -0.20360475696276836 -0.20360475696276836 0.49999999999957195 0.49999999999957195 0.5000000000000003 0.5000000000000003
0.8200000000000001 3.2931271328030504e-06 0.9191305166494336 0.9191305166494336 0.0 0.0 -0.203452461657451 -0.203452461657451 0.49999999999957595 0.49999999999957595 0.5000000000000003 0.5000000000000003
0.8300000000000001 3.2902585164345948e-06 0.9177504116889013 0.9177504116889013 0.0 0.0 -0.20329971490724388 -0.20329971490724388 0.49999999999958017 0.49999999999958017 0.5000000000000003 0.5000000000000004
0.84 3.2873749708484413e-06 0.9163673395795389 0.9163673395795386 0.0 0.0 -0.20314652400099403 -0.20314652400099406 0.4999999999995847 0.4999999999995847 0.5000000000000003 0.5000000000000004
0.85 3.284476936176366e-06 0.9149813711492853 0.9149813711492853 0.0 0.0 -0.20299289581790816 -0.20299289581790816 0.4999999999995893 0.4999999999995893 0.5000000000000002 0.5000000000000003
0.86 3.2815648522821454e-06 0.9135925735046596 0.9135925735046594 0.0 0.0 -0.2028388368412893 -0.2028388368412893 0.49999999999959394 0.49999999999959394 0.5000000000000003 0.5000000000000004
0.87 3.278639158355239e-06 0.9122010101625352 0.9122010101625353 0.0 0.0 -0.2026843531718368 -0.2026843531718368 0.499999999999599 0.499999999999599 0.5000000000000004 0.5000000000000003
0.88 3.275700293397376e-06 0.9108067411776809 0.9108067411776811 0.0 0.0 -0.2025294505405215 -0.2025294505405215 0.49999999999960415 0.49999999999960415 0.5000000000000004 0.5000000000000003
0.89 3.2727486964337063e-06 0.9094098232662121 0.9094098232662121 0.0 0.0 -0.20237413432104975 -0.20237413432104975 0.4999999999996094 0.4999999999996094 0.5000000000000004 0.5000000000000003
0.9 3.2697848058270445e-06 0.9080103099250576 0.9080103099250574 0.0 0.0 -0.20221840954192938 -0.20221840954192938 0.4999999999996149 0.4999999999996149 0.5000000000000003 0.5000000000000003
0.91 3.26680906080496e-06 0.9066082515475747 0.9066082515475745 0.0 0.0 -0.2020622808981486 -0.2020622808981486 0.4999999999996205 0.4999999999996205 0.5000000000000002 0.5000000000000003
0.92 3.2638204835058373e-06 0.9052030280588309 0.9052030280588307 0.0 0.0 -0.2019046363329139 -0.2019046363329139 0.4999999999996612 0.4999999999996612 0.4999999999999997 0.5
0.93 3.260823661072847e-06 0.9037966382884219 0.9037966382884219 0.0 0.0 -0.20174874970207957 -0.20174874970207957 0.49999999999963896 0.49999999999963896 0.5000000000000003 0.5000000000000002
0.9400000000000001 3.2578136128297406e-06 0.9023865726149528 0.9023865726149528 0.0 0.0 -0.2015903825335016 -0.2015903825335016 0.4999999999996729 0.4999999999996729 0.5000000000000004 0.5000000000000004
0.9500000000000001 3.2547947258512545e-06 0.9009747259579185 0.9009747259579185 0.0 0.0 -0.20143260587964953 -0.20143260587964953 0.4999999999996838 0.4999999999996838 0.5000000000000003 0.5000000000000003
0.96 3.2517662663563114e-06 0.8995605821304302 0.8995605821304302 0.0 0.0 -0.20127450755741305 -0.20127450755741305 0.4999999999996902 0.4999999999996902 0.5000000000000004 0.5000000000000004
0.97 3.248728599018159e-06 0.8981441389276386 0.8981441389276383 0.0 0.0 -0.20111603125462046 -0.20111603125462044 0.49999999999969613 0.49999999999969613 0.5000000000000004 0.5000000000000004
0.98 3.2456821617783908e-06 0.8967254255755809 0.8967254255755809 0.0 0.0 -0.2009571757834922 -0.2009571757834922 0.4999999999997023 0.4999999999997023 0.5000000000000004 0.5000000000000004
0.99 3.242627398956949e-06 0.8953044712170626 0.8953044712170626 0.0 0.0 -0.20079794329649503 -0.20079794329649503 0.4999999999997086 0.4999999999997086 0.5000000000000004 0.5000000000000003
1.0 3.2395647555580296e-06 0.893881302922822 0.893881302922822 0.0 0.0 -0.20063833593588382 -0.20063833593588382 0.499999999999715 0.499999999999715 0.5000000000000004 0.5000000000000004
1.01 3.2364946794845724e-06 0.8924559456379679 0.8924559456379678 0.0 0.0 -0.20047835562364694 -0.20047835562364694 0.4999999999997216 0.4999999999997216 0.5000000000000003 0.5000000000000003
1.02 3.2334176194535598e-06 0.8910284222532283 0.8910284222532283 0.0 0.0 -0.200318004055392 -0.200318004055392 0.4999999999997284 0.4999999999997284 0.5000000000000004 0.5000000000000004
1.03 3.230334026443424e-06 0.8895987536819553 0.8895987536819553 0.0 0.0 -0.2001572827072805 -0.2001572827072805 0.4999999999997354 0.4999999999997354 0.5000000000000003 0.5000000000000003
1.04 3.22724435358934e-06 0.8881669589351276 0.8881669589351276 0.0 0.0 -0.1999961928435747 -0.1999961928435747 0.4999999999997425 0.4999999999997425 0.5000000000000004 0.5000000000000004
1.05 3.224149056165067e-06 0.886733055193899 0.886733055193899 0.0 0.0 -0.19983473552399236 -0.19983473552399236 0.49999999999974987 0.49999999999974987 0.5000000000000004 0.5000000000000003
1.06 3.221048592522453e-06 0.8852970578797277 0.8852970578797277 0.0 0.0 -0.19967291161082215 -0.19967291161082215 0.49999999999975725 0.49999999999975725 0.5000000000000004 0.5000000000000003
1.07 3.217943423260712e-06 0.8838589807221957 0.8838589807221957 0.0 0.0 -0.19951072177580514 -0.19951072177580514 0.499999999999765 0.499999999999765 0.5000000000000003 0.5000000000000004
1.08 3.2148340121287433e-06 0.8824188358245425 0.8824188358245423 0.0 0.0 -0.1993481665067884 -0.1993481665067884 0.49999999999977274 0.49999999999977274 0.5000000000000004 0.5000000000000004
1.09 3.2117208257651013e-06 0.8809766337270188 0.8809766337270188 0.0 0.0 -0.19918524611415825 -0.19918524611415825 0.49999999999978084 0.49999999999978084 0.5000000000000003 0.5000000000000003
1.1 3.20860433469967e-06 0.8795323834681225 0.8795323834681222 0.0 0.0 -0.19902196073705963 -0.19902196073705963 0.49999999999978906 0.49999999999978906 0.5000000000000003 0.5000000000000004
1.11 3.205485012927456e-06 0.8780860926437688 0.878086092643769 0.0 0.0 -0.19885831034940865 -0.19885831034940862 0.4999999999997975 0.4999999999997975 0.5000000000000004 0.5000000000000004
1.12 3.202363338062959e-06 0.8766377674644822 0.876637767464482 0.0 0.0 -0.1986942947657039 -0.19869429476570388 0.49999999999980604 0.49999999999980604 0.5000000000000003 0.5000000000000003
1.1300000000000001 3.199239792180464e-06 0.8751874128106552 0.8751874128106549 0.0 0.0 -0.19852991364664405 -0.19852991364664405 0.4999999999998149 0.4999999999998149 0.5000000000000006 0.5000000000000004
1.1400000000000001 3.1961148610743375e-06 0.8737350322859411 0.8737350322859411 0.0 0.0 -0.19836516650455624 -0.19836516650455624 0.4999999999998238 0.4999999999998238 0.5000000000000004 0.5000000000000004
1.1500000000000001 3.192989035987779e-06 0.8722806282688472 0.8722806282688472 0.0 0.0 -0.19820005270864252 -0.19820005270864252 0.49999999999983313 0.49999999999983313 0.5000000000000004 0.5000000000000004
1.16 3.1898628121434763e-06 0.8708242019625653 0.8708242019625653 0.0 0.0 -0.19803457149004874 -0.19803457149004874 0.49999999999984246 0.49999999999984246 0.5000000000000003 0.5000000000000003
1.17 3.134237065918387e-06 0.8693657534431808 0.8693657534431808 0.0 0.0 -0.19786872194682859 -0.19786872194682856 0.4999999684380778 0.4999999684380778 0.49999999999999983 0.49999999999999994
1.18 3.13013670770467e-06 0.8679052813422274 0.8679052813422274 0.0 0.0 -0.19770250259002323 -0.19770250259002323 0.5000000003738819 0.5000000003738819 0.5000000000000004 0.5000000000000004
1.19 3.1261960303133184e-06 0.8664427843346935 0.8664427843346935 0.0 0.0 -0.1975359131713934 -0.1975359131713934 0.5000000000193103 0.5000000000193103 0.5000000000000004 0.5000000000000004
1.2 3.1222442043443623e-06 0.8649782590381531 0.8649782590381528 0.0 0.0 -0.19736895197212062 -0.19736895197212062 0.5000000000005905 0.5000000000005905 0.5000000000000004 0.5000000000000006
1.21 3.118280872959708e-06 0.8635117014674595 0.8635117014674595 0.0 0.0 -0.19720161760080573 -0.19720161760080576 0.49999999999960676 0.49999999999960676 0.5000000000000004 0.5000000000000006
1.22 3.114303764561473e-06 0.8620421632341594 0.8620421632341596 0.0 0.0 -0.1970327639207101 -0.19703276392071012 0.49999999999959976 0.49999999999959976 0.5000000000000002 0.5000000000000004
1.23 3.1103206371787103e-06 0.8605724021099046 0.8605724021099046 0.0 0.0 -0.19686574276690058 -0.19686574276690058 0.4999999999995676 0.4999999999995676 0.5000000000000004 0.5000000000000004
